Dataset,Scale,Metric,n,rho,p,q_BH,sig
Japan-afternoon,4,RMSSD,38,0.3592296750191487,0.026760814599801678,0.06451991220268499,
Japan-afternoon,4,SDNN,38,0.6181201444359339,3.545375344248721e-05,0.00032199698534758224,***
Japan-afternoon,4,pNN50,38,0.4977568661779188,0.0014736227617741706,0.009812092708746566,**
Japan-afternoon,4,SD1,38,0.3592296750191487,0.026760814599801678,0.06451991220268499,
Japan-afternoon,4,SD2,38,0.6783017835649414,2.874330556597049e-06,8.250645725998472e-05,***
Japan-afternoon,4,SD1SD2,0,,,,
Japan-afternoon,4,VLF_power,38,0.31392931392931395,0.054936020248765254,0.10832454696939628,
Japan-afternoon,4,LF_power,38,0.11981617244775139,0.4736758314181685,0.5545220863552385,
Japan-afternoon,4,HF_power,38,0.05372579056789582,0.7486983845924013,0.7822221928577328,
Japan-afternoon,4,Total_power,38,0.09836962468541416,0.5568259807048193,0.6182035591292504,
Japan-afternoon,4,LF_HF,38,-0.012583433636065214,0.9402297093295554,0.9504127025713918,
Japan-afternoon,4,LF_norm,38,0.31261625998468107,0.05601429068872124,0.10967833141847516,
Japan-afternoon,4,HF_norm,38,0.07648539227486595,0.6480972488267549,0.7006456744073025,
Japan-afternoon,4,DFA_alpha1,38,-0.1259437575227049,0.4511840756961907,0.5381289769917844,
Japan-afternoon,4,DFA_alpha2,0,,,,
Japan-afternoon,4,SDANN,38,0.36623262939052414,0.02373425253604664,0.06009740969798909,
Japan-afternoon,5,RMSSD,38,0.35944851734325417,0.02666162646579405,0.06451991220268499,
Japan-afternoon,5,SDNN,38,0.6157128788707736,3.8783296818039004e-05,0.00032199698534758224,***
Japan-afternoon,5,pNN50,38,0.49097275413064884,0.0017489922165430925,0.011129950468910589,*
Japan-afternoon,5,SD1,38,0.35944851734325417,0.02666162646579405,0.06451991220268499,
Japan-afternoon,5,SD2,38,0.6728307254623044,3.698302514389316e-06,8.250645725998472e-05,***
Japan-afternoon,5,SD1SD2,0,,,,
Japan-afternoon,5,VLF_power,38,0.33975270817376074,0.03689313169748498,0.07766975094207365,
Japan-afternoon,5,LF_power,38,0.1414815625341941,0.396833183198661,0.49881257881148955,
Japan-afternoon,5,HF_power,38,0.06685633001422475,0.6900335168239166,0.7263510703409648,
Japan-afternoon,5,Total_power,38,0.12134806871648977,0.4679982024602074,0.552909268729359,
Japan-afternoon,5,LF_HF,38,-0.002079002079002079,0.9901162886818701,0.99011628868187,
Japan-afternoon,5,LF_norm,38,0.319400372031951,0.05062030581186179,0.10052259310156951,
Japan-afternoon,5,HF_norm,38,0.0795491848123427,0.6349675427585831,0.6891120619085398,
Japan-afternoon,5,DFA_alpha1,38,-0.14191924718240506,0.39535922521280564,0.49881257881148955,
Japan-afternoon,5,DFA_alpha2,0,,,,
Japan-afternoon,5,SDANN,38,0.3408469197942882,0.036251175594208346,0.07766975094207365,
Japan-afternoon,6,RMSSD,38,0.37060947587263376,0.021991251520755283,0.05821302794860458,
Japan-afternoon,6,SDNN,38,0.6279680490206806,2.4365726956094474e-05,0.00032199698534758224,***
Japan-afternoon,6,pNN50,38,0.4968814968814969,0.0015068570945575084,0.009812092708746566,**
Japan-afternoon,6,SD1,38,0.37060947587263376,0.021991251520755283,0.05821302794860458,
Japan-afternoon,6,SD2,38,0.6831163146952621,2.292384595259122e-06,8.250645725998472e-05,***
Japan-afternoon,6,SD1SD2,0,,,,
Japan-afternoon,6,VLF_power,38,0.349381770434402,0.031550497778202964,0.0695601525818648,
Japan-afternoon,6,LF_power,38,0.1585512638144217,0.34172688753215763,0.4622392681594403,
Japan-afternoon,6,HF_power,38,0.08480140059087428,0.6127149789947063,0.6675493934572675,
Japan-afternoon,6,Total_power,38,0.13885545464492832,0.4057433818520717,0.5026909155689384,
Japan-afternoon,6,LF_HF,38,-0.023744392165444796,0.8874745245443723,0.9036104249906336,
Japan-afternoon,6,LF_norm,38,0.32158879527300577,0.0489720746197655,0.097944149239531,
Japan-afternoon,6,HF_norm,38,0.08961593172119488,0.5926122993878565,0.6507115444258817,
Japan-afternoon,6,DFA_alpha1,38,-0.15286136338767917,0.35954959651212237,0.4793994620161631,
Japan-afternoon,6,DFA_alpha2,0,,,,
Japan-afternoon,6,SDANN,38,0.33975270817376074,0.03689313169748498,0.07766975094207365,
Japan-afternoon,7,RMSSD,38,0.3911806543385491,0.015161483802627515,0.04833473068175585,*
Japan-afternoon,7,SDNN,38,0.6273115220483642,2.499263475432304e-05,0.00032199698534758224,***
Japan-afternoon,7,pNN50,38,0.47740453003610894,0.0024385317363361534,0.014527423110087721,*
Japan-afternoon,7,SD1,38,0.3911806543385491,0.015161483802627515,0.04833473068175585,*
Japan-afternoon,7,SD2,38,0.6818032607506291,2.43929411572714e-06,8.250645725998472e-05,***
Japan-afternoon,7,SD1SD2,0,,,,
Japan-afternoon,7,VLF_power,38,0.355728197833461,0.028389761541443966,0.06679943892104463,
Japan-afternoon,7,LF_power,38,0.1769340190392822,0.28793064958367587,0.42610701215040947,
Japan-afternoon,7,HF_power,38,0.11171900645584856,0.5042791560233562,0.5739762751485354,
Japan-afternoon,7,Total_power,38,0.15636284057336688,0.34851664692932205,0.4691570247125489,
Japan-afternoon,7,LF_HF,38,-0.051537367326841006,0.758623246489877,0.7867204037672798,
Japan-afternoon,7,LF_norm,38,0.3445672393040814,0.03413636531836623,0.07467329913392613,
Japan-afternoon,7,HF_norm,38,0.12528723055038843,0.4535658520359326,0.5381289769917844,
Japan-afternoon,7,DFA_alpha1,38,-0.1769340190392822,0.28793064958367587,0.42610701215040947,
Japan-afternoon,7,DFA_alpha2,0,,,,
Japan-afternoon,7,SDANN,38,0.3360323886639676,0.03914545700588555,0.08119057749368855,
Japan-afternoon,8,RMSSD,38,0.38001969580916944,0.01860263215117145,0.05315037757477557,
Japan-afternoon,8,SDNN,38,0.6200897253528832,3.292510467296193e-05,0.00032199698534758224,***
Japan-afternoon,8,pNN50,38,0.4625232519969362,0.0034583707756394087,0.020173829524563217,*
Japan-afternoon,8,SD1,38,0.38001969580916944,0.01860263215117145,0.05315037757477557,
Japan-afternoon,8,SD2,38,0.6758945179997812,3.2135374983227302e-06,8.250645725998472e-05,***
Japan-afternoon,8,SD1SD2,0,,,,
Japan-afternoon,8,VLF_power,38,0.35879199037093773,0.026960106170407654,0.06451991220268499,
Japan-afternoon,8,LF_power,38,0.1686180107232739,0.31154844167390494,0.4473516085574019,
Japan-afternoon,8,HF_power,38,0.0953058321479374,0.5692359272107016,0.6275041717283325,
Japan-afternoon,8,Total_power,38,0.1438888280993544,0.38876573360639133,0.49705207949675606,
Japan-afternoon,8,LF_HF,38,-0.03643724696356275,0.8280657322185684,0.8461985584715298,
Japan-afternoon,8,LF_norm,38,0.343473027683554,0.03474761223354095,0.07542117384024391,
Japan-afternoon,8,HF_norm,38,0.11390742969690337,0.495910801294844,0.5677079202265966,
Japan-afternoon,8,DFA_alpha1,38,-0.1646788488893752,0.3231506095892981,0.45698066002527005,
Japan-afternoon,8,DFA_alpha2,0,,,,
Japan-afternoon,8,SDANN,38,0.33515701936754566,0.039691341624173,0.08171746804976796,
Japan-afternoon,9,RMSSD,38,0.3905241273662326,0.015347860144326746,0.04833473068175585,*
Japan-afternoon,9,SDNN,38,0.6255607834555202,2.6736808371867914e-05,0.00032199698534758224,***
Japan-afternoon,9,pNN50,38,0.45661450924608815,0.003956315286973746,0.022607515925564266,*
Japan-afternoon,9,SD1,38,0.3905241273662326,0.015347860144326746,0.04833473068175585,*
Japan-afternoon,9,SD2,38,0.6813655761024182,2.490152637827239e-06,8.250645725998472e-05,***
Japan-afternoon,9,SD1SD2,0,,,,
Japan-afternoon,9,VLF_power,38,0.3618557829084145,0.025590480291981913,0.06397620072995479,
Japan-afternoon,9,LF_power,38,0.18481234270707955,0.2666523111275194,0.41891519534681115,
Japan-afternoon,9,HF_power,38,0.1136885873727979,0.49674443019827197,0.5677079202265966,
Japan-afternoon,9,Total_power,38,0.15898894846263267,0.34037872975756966,0.4622392681594403,
Japan-afternoon,9,LF_HF,38,-0.051537367326841006,0.758623246489877,0.7867204037672798,
Japan-afternoon,9,LF_norm,38,0.3533209322683007,0.02955642803576033,0.06777532533031552,
Japan-afternoon,9,HF_norm,38,0.13097713097713098,0.4331507379940207,0.5227681320617491,
Japan-afternoon,9,DFA_alpha1,38,-0.1817485501696028,0.27480060517587224,0.42367505842811987,
Japan-afternoon,9,DFA_alpha2,0,,,,
Japan-afternoon,9,SDANN,38,0.33165554218185794,0.041937061983968724,0.08508969098196553,
Japan-afternoon,10,RMSSD,38,0.3813327497538024,0.018166591464911386,0.05315037757477557,
Japan-afternoon,10,SDNN,38,0.6207462523251996,3.2119369963508636e-05,0.00032199698534758224,***
Japan-afternoon,10,pNN50,38,0.4380129116971222,0.0059524503553145805,0.02777810165813471,*
Japan-afternoon,10,SD1,38,0.3813327497538024,0.018166591464911386,0.05315037757477557,
Japan-afternoon,10,SD2,38,0.6783017835649414,2.874330556597049e-06,8.250645725998472e-05,***
Japan-afternoon,10,SD1SD2,0,,,,
Japan-afternoon,10,VLF_power,38,0.3660137870664186,0.023824330273131387,0.06009740969798909,
Japan-afternoon,10,LF_power,38,0.18043549622496993,0.2783420352559762,0.4243852752840976,
Japan-afternoon,10,HF_power,38,0.10143341722289091,0.5445437773031281,0.6123383841159673,
Japan-afternoon,10,Total_power,38,0.15308020571178466,0.35885394640669555,0.4793994620161631,
Japan-afternoon,10,LF_HF,38,-0.03971988182514498,0.8128399696285581,0.8336820201318544,
Japan-afternoon,10,LF_norm,38,0.349381770434402,0.031550497778202964,0.0695601525818648,
Japan-afternoon,10,HF_norm,38,0.11653353758616918,0.4859632901175983,0.5599577005470269,
Japan-afternoon,10,DFA_alpha1,38,-0.16642958748221906,0.3179612095687512,0.4519245618236058,
Japan-afternoon,10,DFA_alpha2,0,,,,
Japan-afternoon,10,SDANN,38,0.32574679943101,0.04595936359182254,0.09258001299072166,
Japan-afternoon,11,RMSSD,38,0.39074296969033806,0.015285521352754447,0.04833473068175585,*
Japan-afternoon,11,SDNN,38,0.616807090491301,3.723618953189361e-05,0.00032199698534758224,***
Japan-afternoon,11,pNN50,38,0.4408578619104935,0.005600002366873787,0.027034494184907935,*
Japan-afternoon,11,SD1,38,0.39074296969033806,0.015285521352754447,0.04833473068175585,*
Japan-afternoon,11,SD2,38,0.6723930408140935,3.772780870262707e-06,8.250645725998472e-05,***
Japan-afternoon,11,SD1SD2,0,,,,
Japan-afternoon,11,VLF_power,38,0.3778312725681146,0.019348838135677986,0.054176746779898366,
Japan-afternoon,11,LF_power,38,0.19290950869898238,0.2458905170403589,0.40385300493814874,
Japan-afternoon,11,HF_power,38,0.11675237991027465,0.485139024121339,0.5599577005470269,
Japan-afternoon,11,Total_power,38,0.16905569537148482,0.31027575924592304,0.4473516085574019,
Japan-afternoon,11,LF_HF,38,-0.050005471058102643,0.76559348720253,0.7910191011686656,
Japan-afternoon,11,LF_norm,38,0.36754568333515697,0.023199706561722336,0.06009740969798909,
Japan-afternoon,11,HF_norm,38,0.1296640770324981,0.4378161701874166,0.5261310199677109,
Japan-afternoon,11,DFA_alpha1,38,-0.18437465805886855,0.2678064998824257,0.41891519534681115,
Japan-afternoon,11,DFA_alpha2,0,,,,
Japan-afternoon,11,SDANN,38,0.3097713097713098,0.058408437649854615,0.11357196209693954,
Japan-afternoon,12,RMSSD,38,0.39271255060728744,0.014734013118131321,0.04833473068175585,*
Japan-afternoon,12,SDNN,38,0.6095852937958202,4.857807655575773e-05,0.00036761787663816667,***
Japan-afternoon,12,pNN50,38,0.4329795382426961,0.0066230002838542435,0.02991032386256755,*
Japan-afternoon,12,SD1,38,0.39271255060728744,0.014734013118131321,0.04833473068175585,*
Japan-afternoon,12,SD2,38,0.6651712441186126,5.217862263917433e-06,8.355891951030183e-05,***
Japan-afternoon,12,SD1SD2,0,,,,
Japan-afternoon,12,VLF_power,38,0.37104716052084474,0.021822974183711524,0.05821302794860458,
Japan-afternoon,12,LF_power,38,0.18612539665171243,0.2632094319196924,0.41874227805405617,
Japan-afternoon,12,HF_power,38,0.11981617244775139,0.4736758314181685,0.5545220863552385,
Japan-afternoon,12,Total_power,38,0.16402232191705876,0.3251101862286928,0.4574414680604723,
Japan-afternoon,12,LF_HF,38,-0.06685633001422475,0.6900335168239166,0.7263510703409648,
Japan-afternoon,12,LF_norm,38,0.35047598205492947,0.030985820960346314,0.0695601525818648,
Japan-afternoon,12,HF_norm,38,0.13557281978334612,0.41704043911269484,0.5099184408364827,
Japan-afternoon,12,DFA_alpha1,38,-0.179560126928548,0.28071943787051645,0.4243852752840976,
Japan-afternoon,12,DFA_alpha2,0,,,,
Japan-afternoon,12,SDANN,38,0.2990480358901412,0.0681724476007028,0.1289749008661945,
Japan-afternoon,13,RMSSD,38,0.40671845935003825,0.011275701497975351,0.041542058150435504,*
Japan-afternoon,13,SDNN,38,0.6165882481671956,3.754105104286908e-05,0.00032199698534758224,***
Japan-afternoon,13,pNN50,38,0.4463289200131305,0.004972615123799321,0.02655346649016375,*
Japan-afternoon,13,SD1,38,0.40671845935003825,0.011275701497975351,0.041542058150435504,*
Japan-afternoon,13,SD2,38,0.6715176715176715,3.925878524589589e-06,8.250645725998472e-05,***
Japan-afternoon,13,SD1SD2,0,,,,
Japan-afternoon,13,VLF_power,38,0.38417769996717366,0.01725116583527499,0.052503548194315186,
Japan-afternoon,13,LF_power,38,0.20210088631141263,0.22367244668011485,0.3851029046782135,
Japan-afternoon,13,HF_power,38,0.13732355837618995,0.4109933969191528,0.5047287330586088,
Japan-afternoon,13,Total_power,38,0.1782470729839151,0.28431022707299175,0.4257051528365652,
Japan-afternoon,13,LF_HF,38,-0.07407812670970566,0.6584877331168666,0.7064236217345695,
Japan-afternoon,13,LF_norm,38,0.3568224094539884,0.027872158771254596,0.06613732589789226,
Japan-afternoon,13,HF_norm,38,0.1515483094430463,0.363740510601545,0.4826888292342777,
Japan-afternoon,13,DFA_alpha1,38,-0.1940037203195098,0.24317056303845264,0.40385300493814874,
Japan-afternoon,13,DFA_alpha2,0,,,,
Japan-afternoon,13,SDANN,38,0.2990480358901412,0.0681724476007028,0.1289749008661945,
Japan-afternoon,14,RMSSD,38,0.4045300361089834,0.011765526890448729,0.042235224734944156,*
Japan-afternoon,14,SDNN,38,0.6154940365466681,3.9099633935063555e-05,0.00032199698534758224,***
Japan-afternoon,14,pNN50,38,0.44414049677207573,0.005215859489139308,0.02655346649016375,*
Japan-afternoon,14,SD1,38,0.4045300361089834,0.011765526890448729,0.042235224734944156,*
Japan-afternoon,14,SD2,38,0.6704234598971441,4.125253761074498e-06,8.250645725998472e-05,***
Japan-afternoon,14,SD1SD2,0,,,,
Japan-afternoon,14,VLF_power,38,0.3876791771528613,0.016177956872392235,0.04977832883812996,*
Japan-afternoon,14,LF_power,38,0.2003501477185688,0.22779461956271232,0.38656056653066334,
Japan-afternoon,14,HF_power,38,0.1342597658387132,0.4216084935781288,0.51289381711466,
Japan-afternoon,14,Total_power,38,0.1764963343910712,0.28914404395920645,0.42610701215040947,
Japan-afternoon,14,LF_HF,38,-0.07123317649633439,0.6708491801627031,0.7162449375308843,
Japan-afternoon,14,LF_norm,38,0.35419630156472265,0.02912770088155177,0.06777532533031552,
Japan-afternoon,14,HF_norm,38,0.14739030528504213,0.3772035478438003,0.4958544290904417,
Japan-afternoon,14,DFA_alpha1,38,-0.18984571616150564,0.2536147390651332,0.4081156720588351,
Japan-afternoon,14,DFA_alpha2,0,,,,
Japan-afternoon,14,SDANN,38,0.29467118940803155,0.07250914664236972,0.1322391407577434,
Japan-afternoon,15,RMSSD,38,0.4071561439982493,0.011179845599656112,0.041542058150435504,*
Japan-afternoon,15,SDNN,38,0.6137432979538243,4.171591171858597e-05,0.00032445709114455756,***
Japan-afternoon,15,pNN50,38,0.43845059634533323,0.005897013183647999,0.02777810165813471,*
Japan-afternoon,15,SD1,38,0.4071561439982493,0.011179845599656112,0.041542058150435504,*
Japan-afternoon,15,SD2,38,0.6667031403873509,4.874586259664425e-06,8.355891951030183e-05,***
Japan-afternoon,15,SD1SD2,0,,,,
Japan-afternoon,15,VLF_power,38,0.39074296969033806,0.015285521352754447,0.04833473068175585,*
Japan-afternoon,15,LF_power,38,0.21151110624794836,0.20239169411739094,0.356413046244462,
Japan-afternoon,15,HF_power,38,0.1392931392931393,0.4042504555173825,0.5026909155689384,
Japan-afternoon,15,Total_power,38,0.1852500273552905,0.2655014042509745,0.41891519534681115,
Japan-afternoon,15,LF_HF,38,-0.07407812670970566,0.6584877331168666,0.7064236217345695,
Japan-afternoon,15,LF_norm,38,0.3664514717146296,0.023644457838382045,0.06009740969798909,
Japan-afternoon,15,HF_norm,38,0.1462960936645147,0.38079471959006517,0.49591870458241044,
Japan-afternoon,15,DFA_alpha1,38,-0.19093992778203306,0.25083773648046354,0.40598015152907396,
Japan-afternoon,15,DFA_alpha2,0,,,,
Japan-afternoon,15,SDANN,38,0.2887624466571835,0.07870326345410399,0.14036250807101347,
Japan-afternoon,16,RMSSD,38,0.4189736294999453,0.008841190305643325,0.0353647612225733,*
Japan-afternoon,16,SDNN,38,0.6181201444359339,3.545375344248721e-05,0.00032199698534758224,***
Japan-afternoon,16,pNN50,38,0.4447970237443922,0.005141828510880844,0.02655346649016375,*
Japan-afternoon,16,SD1,38,0.4189736294999453,0.008841190305643325,0.0353647612225733,*
Japan-afternoon,16,SD2,38,0.6695480906007222,4.291388653741088e-06,8.250645725998472e-05,***
Japan-afternoon,16,SD1SD2,0,,,,
Japan-afternoon,16,VLF_power,38,0.3806762227814859,0.018383528528865378,0.05315037757477557,
Japan-afternoon,16,LF_power,38,0.20319509793194004,0.22112218961599633,0.38456032976695015,
Japan-afternoon,16,HF_power,38,0.14454535507167085,0.3865822349999535,0.49705207949675606,
Japan-afternoon,16,Total_power,38,0.1815297078454973,0.2753887879782779,0.42367505842811987,
Japan-afternoon,16,LF_HF,38,-0.09793194003720318,0.5585910730703585,0.6182035591292504,
Japan-afternoon,16,LF_norm,38,0.3528832476200897,0.02977273219867432,0.06777532533031552,
Japan-afternoon,16,HF_norm,38,0.16073968705547653,0.3350187978508783,0.45758665072315086,
Japan-afternoon,16,DFA_alpha1,38,-0.19203413940256045,0.24808113160486278,0.40385300493814874,
Japan-afternoon,16,DFA_alpha2,0,,,,
Japan-afternoon,16,SDANN,38,0.2951088740562425,0.07206598418857935,0.1322391407577434,
Japan-afternoon,17,RMSSD,38,0.4189736294999453,0.008841190305643325,0.0353647612225733,*
Japan-afternoon,17,SDNN,38,0.6181201444359339,3.545375344248721e-05,0.00032199698534758224,***
Japan-afternoon,17,pNN50,38,0.4447970237443922,0.005141828510880844,0.02655346649016375,*
Japan-afternoon,17,SD1,38,0.4189736294999453,0.008841190305643325,0.0353647612225733,*
Japan-afternoon,17,SD2,38,0.6695480906007222,4.291388653741088e-06,8.250645725998472e-05,***
Japan-afternoon,17,SD1SD2,0,,,,
Japan-afternoon,17,VLF_power,38,0.3806762227814859,0.018383528528865378,0.05315037757477557,
Japan-afternoon,17,LF_power,38,0.20319509793194004,0.22112218961599633,0.38456032976695015,
Japan-afternoon,17,HF_power,38,0.14454535507167085,0.3865822349999535,0.49705207949675606,
Japan-afternoon,17,Total_power,38,0.1815297078454973,0.2753887879782779,0.42367505842811987,
Japan-afternoon,17,LF_HF,38,-0.09793194003720318,0.5585910730703585,0.6182035591292504,
Japan-afternoon,17,LF_norm,38,0.3528832476200897,0.02977273219867432,0.06777532533031552,
Japan-afternoon,17,HF_norm,38,0.16073968705547653,0.3350187978508783,0.45758665072315086,
Japan-afternoon,17,DFA_alpha1,38,-0.19203413940256045,0.24808113160486278,0.40385300493814874,
Japan-afternoon,17,DFA_alpha2,0,,,,
Japan-afternoon,17,SDANN,38,0.2951088740562425,0.07206598418857935,0.1322391407577434,
Japan-afternoon,18,RMSSD,38,0.4172228909071014,0.009158703615029991,0.03561718072511663,*
Japan-afternoon,18,SDNN,38,0.6137432979538243,4.171591171858597e-05,0.00032445709114455756,***
Japan-afternoon,18,pNN50,38,0.44173323120691543,0.005495248745902222,0.027034494184907935,*
Japan-afternoon,18,SD1,38,0.4172228909071014,0.009158703615029991,0.03561718072511663,*
Japan-afternoon,18,SD2,38,0.6645147171462962,5.371644825662261e-06,8.355891951030183e-05,***
Japan-afternoon,18,SD1SD2,0,,,,
Japan-afternoon,18,VLF_power,38,0.3787066418645366,0.019047405397542145,0.0538714496092101,
Japan-afternoon,18,LF_power,38,0.20188204398730716,0.22418490522338858,0.3851029046782135,
Japan-afternoon,18,HF_power,38,0.1443265127475654,0.38730927020194894,0.49705207949675606,
Japan-afternoon,18,Total_power,38,0.17912244228033702,0.28191307572443625,0.4243852752840976,
Japan-afternoon,18,LF_HF,38,-0.10208994419520734,0.5419287557538267,0.6118550468188365,
Japan-afternoon,18,LF_norm,38,0.349381770434402,0.031550497778202964,0.0695601525818648,
Japan-afternoon,18,HF_norm,38,0.16205274100010944,0.331033222747837,0.45751094813858256,
Japan-afternoon,18,DFA_alpha1,38,-0.19356603567129885,0.24425610429329836,0.40385300493814874,
Japan-afternoon,18,DFA_alpha2,0,,,,
Japan-afternoon,18,SDANN,38,0.2894189736294999,0.07799533519095164,0.13999162726581063,
Japan-afternoon,19,RMSSD,38,0.4246635299266878,0.007873435393312953,0.03340245318375192,*
Japan-afternoon,19,SDNN,38,0.6203085676769887,3.26545084716473e-05,0.00032199698534758224,***
Japan-afternoon,19,pNN50,38,0.4487361855782908,0.004716446112641257,0.025894213951755916,*
Japan-afternoon,19,SD1,38,0.4246635299266878,0.007873435393312953,0.03340245318375192,*
Japan-afternoon,19,SD2,38,0.6710799868694606,4.004543899308525e-06,8.250645725998472e-05,***
Japan-afternoon,19,SD1SD2,0,,,,
Japan-afternoon,19,VLF_power,38,0.3723602144654777,0.02132456583797012,0.05821302794860458,
Japan-afternoon,19,LF_power,38,0.19575445891235363,0.23886089588857995,0.40289789667953246,
Japan-afternoon,19,HF_power,38,0.14126272021008862,0.3975713511920248,0.49881257881148955,
Japan-afternoon,19,Total_power,38,0.17387022650180545,0.29649358813028076,0.434650286264286,
Japan-afternoon,19,LF_HF,38,-0.1101871101871102,0.5101791431648084,0.5783407290937099,
Japan-afternoon,19,LF_norm,38,0.34062807747018276,0.03637883223215615,0.07766975094207365,
Japan-afternoon,19,HF_norm,38,0.1622715833242149,0.3303718276046431,0.45751094813858256,
Japan-afternoon,19,DFA_alpha1,38,-0.1878761352445563,0.25866482120241746,0.41386371392386795,
Japan-afternoon,19,DFA_alpha2,0,,,,
Japan-afternoon,19,SDANN,38,0.2962030856767699,0.07096736833924733,0.1322391407577434,
Japan-afternoon,20,RMSSD,38,0.4290403764087975,0.007192191167150476,0.03146583635628333,*
Japan-afternoon,20,SDNN,38,0.6196520407046723,3.3472419004186735e-05,0.00032199698534758224,***
Japan-afternoon,20,pNN50,38,0.4487361855782908,0.004716446112641257,0.025894213951755916,*
Japan-afternoon,20,SD1,38,0.4290403764087975,0.007192191167150476,0.03146583635628333,*
Japan-afternoon,20,SD2,38,0.6688915636284057,4.419988781784896e-06,8.250645725998472e-05,***
Japan-afternoon,20,SD1SD2,0,,,,
Japan-afternoon,20,VLF_power,38,0.3765182186234818,0.019808462616110564,0.05491454982684117,
Japan-afternoon,20,LF_power,38,0.2010066746908852,0.22624277365567097,0.3862681501438285,
Japan-afternoon,20,HF_power,38,0.15089178247072985,0.3658468921706658,0.48319400852729444,
Japan-afternoon,20,Total_power,38,0.17999781157675893,0.27952909123143344,0.4243852752840976,
Japan-afternoon,20,LF_HF,38,-0.11937848779954041,0.4753046454473473,0.5545220863552385,
Japan-afternoon,20,LF_norm,38,0.33647007331217854,0.03887481270472358,0.08119057749368855,
Japan-afternoon,20,HF_norm,38,0.17036874931611773,0.306477464037807,0.4446305177750568,
Japan-afternoon,20,DFA_alpha1,38,-0.1940037203195098,0.24317056303845264,0.40385300493814874,
Japan-afternoon,20,DFA_alpha2,0,,,,
Japan-afternoon,20,SDANN,38,0.29204508151876574,0.07521314510177499,0.13586890728062578,
